medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,HouseholdSize,TotalPctDiv,PctKids2Par,PctImmigRecent,PctImmigRec5,Log_agepct12t21,Log_agepct12t29,Log_agepct16t24,Log_agepct65up,Log_Population,Log_racepctblack,Log_racepctwhite,Log_racepctasian,Log_racepcthisp,Log_NumImmig,Log_HousVacant,Log_NumInShelters,Log_NumStreet,Log_murders,Log_murdPerPop,Log_rapes,Log_rapesPerPop,Log_assaults,Log_assaultPerPop,Log_burglaries,Log_burglPerPop,Log_larcenies,Log_larcPerPop,Log_autoTheft,Log_autoTheftPerPop,Log_arsons,Log_arsonsPerPop,Log_ViolentCrimesPerPop,Log_nonViolPerPop,State
0.876345300437574,1.6004315826030642,0.9416022457856749,1.1593904108233455,0.4159940419918035,-0.09315816704937172,0.03909938994076069,0.835050729333726,0.5630302478307563,-0.4204086447256019,-1.27115129333829,0.44359353940752033,0.39847257725692853,1.3030276793060942,0.3210472258282592,1.4210927415618049,0.027547905006509256,0.46226904171889427,0.6604381297804626,0.17023939604030666,0.6082115463864793,0.1614186953979554,-2.7238361137625313,2.9669011255800646,0.5977701015587249,-0.5165582145895351,1.3780864669553108,0.4127166151390985,1.8848434992355865,3.004296359238175,1.7535499922671094,1.159834661587276,2.296303735995029,0.4538253844567641,2.4509477706222635,1.3967455432146485,2.1554009637417963,1.091143160131229,2.2566992322680215,1.0147042751940745,1.9683601619627973,0.007232622004881487,2.5868716497424757,0.7646069824763645,2.1458749629171088,0.8205055286793289,1.9898884211026575,0.6805673876764057,AK
1.2347942662724356,1.4373464150805926,1.0089332543002079,1.30813912815981,0.48070205988965725,-0.12122832787296667,-0.06386917220114569,0.7710220902855426,0.4480131219152359,-0.6404051460686276,-1.2133446131923116,0.8038336162650571,-0.3828604306864575,1.5285157403212017,0.1510527997872374,1.3393452176576843,-0.0800129464650216,-0.22692090124647982,0.10396581719286879,-0.42197300993819137,-0.5574607337693909,-0.9195454033913487,-1.991685867983558,0.03700331595194077,-0.5427544246397332,-0.525856083955233,1.2641817383085017,0.10934205433667722,0.200142968658184,0.20071747701867196,-0.5765190007424922,,,,0.21926634671684653,0.5319831482445857,-1.1436964980509439,-1.6067754225018867,-0.7065267714491271,-0.9786725765381122,-0.417670990515054,-0.7953024060317436,0.10016678896543346,0.11490947715450313,-0.16103538993263403,-0.29770155578797314,-0.054133849319911415,0.06205142041733778,AK
-0.19710933254148752,1.2607831345397336,-0.1704815781793617,0.09876698084546327,-0.17931972266845092,-0.30112144549896214,-0.5128885784645253,0.059712335481352394,-0.3839289351021642,0.07309702044929361,-0.8163326967180463,-0.3506145056851323,1.3854195346591,0.9285328879125803,0.7035346844205572,1.3021872522467202,0.035665705117567996,-0.19769729942462647,-0.17702515252957982,0.7342942214065833,1.9958738270781518,1.6561588150068365,-2.006865260169723,0.2322943345464258,1.0481798678761507,-1.264837969276613,0.9860356478323667,0.6307111954589416,0.32133115800781936,1.0266028052759923,0.6664563147766016,1.2920014887312956,0.8960470251059692,1.3621669560819052,0.7896591438631593,1.230154967016112,0.92215361610952,1.1287762016519594,0.7016922635843269,0.7546776602977786,0.1803228316891017,-0.009341418800903339,0.6257115214853699,0.7922830766947085,0.8671718723746707,1.107332462421149,-0.999712851556647,-1.5773541475781052,AK
-0.7596525436292304,-0.24606990091584,-0.5336201507677429,-0.11150961502562984,-0.8279125566108343,0.02376015498977594,0.036641254505012266,0.9657982863816975,-0.2077663410615945,1.0601083507990847,0.9036887106443618,-0.2647541764859265,-0.3280300441641145,-0.16066675184461066,-0.3164318718255734,1.0978184424864172,-1.067340384972562,-0.20987380018373197,0.4327068863452756,0.44236732739273316,-0.15317243716756787,-0.16071072672002334,0.1360936787132721,0.9902467162782015,1.5274165207103176,-1.346390499239396,-0.4638627428300882,-1.0356191156570018,-0.33845240943976623,0.9314064585318694,0.0306352045902128,,0.4735267025098097,0.11849557417061621,1.005416355734594,0.9590394923277042,1.1504855524914306,1.0108355387279182,1.6231609731474534,1.5367644933802393,1.2476701526773681,1.088329263994583,1.32456571386608,1.1853994375315893,0.9767632827704031,0.7134264807247347,1.0644798538451303,0.4921633175206905,AL
-0.8600326713165195,-0.8377590624229925,-0.7394286001271655,-0.8333916477963814,-0.6020227486765085,-0.5104272099009853,1.1273705725784955,0.22292259187868296,-1.0853970192430649,0.6870061762240881,1.228714949955711,-0.673524004629971,-0.4239832205782145,-0.5457106922914617,-0.6139221173973606,0.2208904587876638,-0.08711602156219747,-1.4750122290547985,-0.1641693565292063,0.35826731631405806,-0.3981735627806702,-0.17606146382489515,0.3907562503746598,-0.872536067984557,0.5248225886233927,0.4768220714881824,-1.236423711262368,-1.0977136223559012,-1.841106529079913,-0.35303836748166784,,,,,-1.1731718239389022,-0.8489681424387906,-0.4524744703699106,-0.04972930279189844,-0.099188859502469,0.44900167025978555,-0.2195213438484153,0.6022444844632568,-0.3776208810962439,0.46817840831101537,-0.542570507850776,-0.12525961795482174,1.0644798538451303,0.4921633175206905,AL
-0.15565972864907013,0.4062707691740506,-0.6651400540661307,-0.6107193254805829,-0.744212315278026,2.0437133366911673,-0.7368520292771599,0.18974248480889597,-0.28209559041806714,0.2262026936812641,0.40742381505153,-0.33661553896787066,-0.10413929919788101,0.27448564660559815,0.873529110461579,-0.48882668056175127,0.0681369055618044,-0.9928227989942189,-1.1522291062721948,0.897475756805938,0.08646732491721303,0.004942666849904782,-0.5989573292921836,-0.39066430276576813,1.0950236573426426,-0.1634873967659534,-0.7440548000878063,-0.9139122268648916,-0.9133906498255954,-0.5326168237588255,,,,,-0.3194022685018596,-0.11094679182934125,0.3837878343749253,0.6772002552665028,1.0893702596384756,1.5851182792988578,0.2900087339449996,0.7148721389122931,0.12404787951830355,0.4813197413251928,-0.375368532358279,-0.43459322658186017,-0.6936698873180007,-0.7163193742799896,AL
-1.5288130193372191,-1.0183657768693655,-1.3521407776094156,-1.000170512688781,-1.0832150999532755,0.6891450106864702,0.48101751605642257,-1.6244022882229707,-1.4990949820222093,3.0207528458764554,1.245075331129101,0.04322309129383274,0.8965152548348763,-1.5505171396219453,0.5335402583795354,-0.8343957588837176,-2.040461673285749,3.418723426029721,1.976320677532974,3.820566063256366,3.001904883328114,3.9412991394601793,0.25898016858753986,-0.9477076186011683,1.6630516828876807,-1.9379858959837755,-1.182806191915815,-1.3542891415871074,-1.1024616467821606,-0.2661480872069636,-1.3637593589209118,,-0.9710798220973782,0.11461587005638145,,,-0.8222965582423095,-0.5281092971353659,-1.9240046088746088,-1.9572150156989794,-1.8678987615807527,-2.2219970865446537,-3.426836280847256,-5.204635976441772,-1.2120538489620594,-1.1160132462903285,-1.5228967545612824,-1.3555862931703007,AL
-1.1939723061541256,-1.3755357718565995,-0.8330187019623663,-0.4824799009889945,-0.9013603587442423,-1.4063535168836399,-0.08257831412878651,-1.6244022882229707,-1.4918211716876308,1.0660542021867339,1.9998342492614958,-0.7360527226337403,-0.3828604306864575,-0.6195547356648309,-0.27393326531531703,0.18373249337669914,-1.2946387880822117,-1.4750122290547985,2.4088263858312526,0.6945528425878565,-0.18925773540739307,0.07836581589972696,0.839920707267745,-0.7643548794494013,1.5443622193481104,-1.334000052171972,-1.9702982834939677,-2.4125104581539563,-2.167721773892185,-0.36022354296196374,,,0.4735267025098097,1.9195642649391194,-1.7118404391576083,-1.7459720328403794,-0.3262170031594607,0.0976768707541485,-0.2355420522952406,0.23634461947577876,-1.151754795396007,-1.0840734646375962,-2.2768592880558556,-3.1761969088481696,-2.127378983871268,-2.6232347096761215,,,AL
-0.33380291755191616,0.2404899790479003,0.48420026127694743,0.49204957440929764,-0.0070451295637753665,0.5420817768063314,-0.771129362297874,0.7416083737480017,1.5813636946717269,-0.4813536214490077,-1.2962372111374878,1.8593557067465967,-1.1139322509843625,-0.02748374504621263,-1.7613844931742566,0.4958594028287985,0.1259762313530985,0.8823583179080355,1.5135120215195297,0.7162651523140133,1.5833629103761506,1.5371983756051149,0.31908597199667305,-0.17493959856403998,0.7563767294068389,0.2239255632066869,0.0666739873993061,-0.8641684139647884,-0.19237731249116236,-0.11938788346872162,,,-0.24877655979378424,0.3332947250832798,-0.6345032087201962,-0.5994068132006125,0.7198204663430222,1.155332652656359,-0.4566624465977485,-0.47720599248086637,-0.11493097248799333,0.020782474920706482,0.3517825592193432,0.9302895847113781,0.6333574301342343,1.1434494336587195,1.0644798538451303,0.4921633175206905,AL
-1.149909575059795,-1.1517990957513897,-0.8013731279605358,-0.7454946784611978,-0.6790000790588904,-0.6286880178925658,0.9591248583094919,-0.23442482989405655,-0.8296771246680444,1.2860507035297597,0.9298653205217857,0.04322309129383274,0.6406401177306097,-1.2287680934951233,-0.9539109694794041,0.06111120752051812,-0.7436431055440872,0.8567876663139138,1.099371736078928,0.7126523149378985,0.30542849788993287,1.0170765996131774,0.7361104583311698,0.4605619641367676,1.2251933717053334,-0.3993158801753265,-1.083361639179813,-1.286110280308891,-1.0348171871163434,0.5168891993542682,0.004574985240314536,,0.4735267025098097,0.6929890738299705,-0.00430132828352288,-0.13113350106143137,0.30503801302668127,0.1969352613338102,0.8655588229328327,0.9011932974208638,0.46278545981460617,0.3610608211895886,0.5172619755773672,0.43828382963106977,-0.0791174344943063,-0.4530466707704397,1.0644798538451303,0.4921633175206905,AL
